id,issueDate,issueDateISO,vehicleMachinery,itemName,itemDesc,qty,category,issuedTo,issuedBy,mrnNum,purchaseSource,notes,createdAt,updatedAt
319,2026-03-11,2026-03-11,PA-6398 Toyota Crew Cab,Balance bar bush,,4.0,Bearings & Seals,PA-6398 Toyota Crew Cab,Bandula,141719,,,2026-06-22T13:34:36.791Z,2026-06-22T13:34:36.791Z
320,2026-03-11,2026-03-11,PA-6398 Toyota Crew Cab,Balance bar bush (D-bush),,2.0,Bearings & Seals,PA-6398 Toyota Crew Cab,Bandula,141719,,,2026-06-22T13:36:57.605Z,2026-06-22T13:36:57.605Z
321,2026-03-18,2026-03-18,59-5421,S/S Hose,,1.0,Hydraulics,59-5421,Bandula,141748,,,2026-06-22T14:15:03.827Z,2026-06-22T14:15:03.827Z
322,2026-03-18,2026-03-18,59-5421,D Bush Mounting Bolt Bush,,8.0,Bearings & Seals,59-5421,Bandula,141748,,,2026-06-22T14:22:48.599Z,2026-06-22T14:22:48.599Z
323,2026-03-13,2026-03-13,PA-6398 Toyota Crew Cab,Gear lever ball joint,,2.0,General Items,PA-6398 Toyota Crew Cab,Bandula,141718,,,2026-06-22T15:31:30.790Z,2026-06-22T15:31:30.790Z
324,2026-03-10,2026-03-10,Wash Room (W/S),Covering Plate (Plug),,1.0,Electrical,Wash Room (W/S),Bandula,140594,,,2026-06-23T02:28:36.048Z,2026-06-23T02:28:36.048Z
325,2026-03-13,2026-03-13,PA-6398,GI Pipe 50*2859,,1.0,General Items,PA-6398,Bandula,140695,,,2026-06-23T02:35:11.927Z,2026-06-23T02:35:11.927Z
326,2026-03-06,2026-03-06,LK-2276,Spring Leafe Repair (For Spares),,1.0,General Items,LK-2276,Bandula,140596,,,2026-06-23T02:38:32.624Z,2026-06-23T02:38:32.624Z
327,2026-03-09,2026-03-09,PA-6399,Spring Leaf Repair Charges,,1.0,General Items,PA-6399,Bandula,140598,,,2026-06-23T02:40:59.260Z,2026-06-23T02:40:59.260Z
328,2026-03-06,2026-03-06,LK-2276,Spring Leaf Repairs,,1.0,General Items,LK-2276,Bandula,140597,,,2026-06-23T02:43:30.541Z,2026-06-23T02:43:30.541Z
329,2026-06-16,2026-06-16,49-5294,Steering Repair,,1.0,General Items,49-5294,Bandula,166179,,,2026-06-23T05:14:02.594Z,2026-06-23T05:14:02.594Z
